question_id	question	predicted	gold	hardness	exact_match	select_match_gold	select_match_pred	select_match	select_match (no_agg)_gold	select_match (no_agg)_pred	select_match (no_agg)	where_match_gold	where_match_pred	where_match	where_match (no op)_gold	where_match (no op)_pred	where_match (no op)	group (NO HAVING)_gold	group (NO HAVING)_pred	group (NO HAVING)	group_gold	group_pred	group	order_gold	order_pred	order	and_or_gold	and_or_pred	and_or	IUEN_gold	IUEN_pred	IUEN	keywords_gold	keywords_pred	keywords	
753	What are the regions that use English or Dutch?	SELECT country.Region FROM country JOIN countrylanguage WHERE countrylanguage.Language = 'terminal' OR countrylanguage.Language = 'terminal'	SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" OR T2.Language  =  "Dutch"	hard	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
754	Which regions speak Dutch or English?	SELECT country.Region FROM countrylanguage JOIN country WHERE countrylanguage.Language = 'terminal' OR countrylanguage.Language = 'terminal'	SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" OR T2.Language  =  "Dutch"	hard	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
755	What are the countries where either English or Dutch is the official language ?	SELECT country.Name FROM country JOIN countrylanguage WHERE countrylanguage.Language = 'terminal' OR countrylanguage.Language = 'terminal'	select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  "english" and isofficial  =  "t" union select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  "dutch" and isofficial  =  "t"	extra	NOK	1	1	OK	1	1	OK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	NOK	1	0	ND	2	2	NOK	
756	Which countries have either English or Dutch as an official language?	SELECT country.Name FROM countrylanguage JOIN country WHERE countrylanguage.Language = 'terminal' OR countrylanguage.Language = 'terminal'	SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" AND IsOfficial  =  "T" UNION SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Dutch" AND IsOfficial  =  "T"	extra	NOK	1	1	NOK	1	1	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	NOK	1	0	ND	2	2	NOK	
757	Which language is the most popular on the Asian continent?	SELECT countrylanguage.Language FROM countrylanguage JOIN country WHERE country.Continent = 'terminal' GROUP BY countrylanguage.Language ORDER BY Count(*) Desc LIMIT 1	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  "Asia" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1	extra	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	5	5	OK	
758	What is the language that is used by the largest number of Asian nations?	SELECT countrylanguage.Language FROM countrylanguage JOIN country WHERE country.Continent = 'terminal' GROUP BY countrylanguage.Language ORDER BY Count(*) Desc LIMIT 1	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  "Asia" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1	extra	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	5	5	OK	
759	Which languages are spoken by only one country in republic governments?	SELECT countrylanguage.Language FROM country JOIN countrylanguage WHERE country.GovernmentForm = 'terminal' GROUP BY countrylanguage.Language HAVING Count(*) = 'terminal'	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  "Republic" GROUP BY T2.Language HAVING COUNT(*)  =  1	hard	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	3	3	OK	
760	What languages are only used by a single country with a republic government?	SELECT countrylanguage.Language FROM country JOIN countrylanguage WHERE country.GovernmentForm = 'terminal' GROUP BY countrylanguage.Language HAVING Count(*) = 'terminal'	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  "Republic" GROUP BY T2.Language HAVING COUNT(*)  =  1	hard	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	3	3	OK	
761	Find the city with the largest population that uses English.	SELECT city.Name FROM city JOIN countrylanguage WHERE countrylanguage.Language = 'terminal' ORDER BY city.Population Desc LIMIT 1	SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  "English" ORDER BY T1.Population DESC LIMIT 1	extra	NOK	2	1	NOK	2	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
762	What is the most populace city that speaks English?	SELECT city.Name FROM city JOIN countrylanguage WHERE countrylanguage.Language = 'terminal' ORDER BY city.Population Desc LIMIT 1	SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  "English" ORDER BY T1.Population DESC LIMIT 1	extra	NOK	2	1	NOK	2	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
763	Find the name, population and expected life length of asian country with the largest area?	SELECT country.Name, country.Population, country.LifeExpectancy FROM country WHERE country.Continent = 'terminal' ORDER BY country.SurfaceArea Desc LIMIT 1	SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  "Asia" ORDER BY SurfaceArea DESC LIMIT 1	hard	OK	3	3	OK	3	3	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
764	What are the name, population, and life expectancy of the largest Asian country by land?	SELECT country.Name, country.Population, country.LifeExpectancy FROM country WHERE country.Continent = 'terminal' ORDER BY country.SurfaceArea Desc LIMIT 1	SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  "Asia" ORDER BY SurfaceArea DESC LIMIT 1	hard	OK	3	3	OK	3	3	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
765	What is average life expectancy in the countries where English is not the official language?	SELECT Avg(country.LifeExpectancy) FROM country JOIN countrylanguage WHERE countrylanguage.Language != 'terminal'	SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" AND T2.IsOfficial  =  "T")	extra	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	3	1	NOK	
766	Give the mean life expectancy of countries in which English is not the official language.	SELECT Avg(country.LifeExpectancy) FROM country JOIN countrylanguage WHERE countrylanguage.Language != 'terminal'	SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" AND T2.IsOfficial  =  "T")	extra	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	3	1	NOK	
767	What is the total number of people living in the nations that do not use English?	SELECT Sum(country.Population) FROM country JOIN countrylanguage WHERE countrylanguage.Language != 'terminal'	SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English")	extra	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	3	1	NOK	
768	How many people live in countries that do not speak English?	SELECT city.Population FROM country WHERE country.Name NOT IN (SELECT countrylanguage.CountryCode FROM countrylanguage WHERE countrylanguage.Language = 'terminal')	SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English")	extra	NOK	1	1	NOK	1	1	NOK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	3	3	OK	
769	What is the official language spoken in the country whose head of state is Beatrix?	SELECT countrylanguage.Language FROM country JOIN countrylanguage WHERE country.HeadOfState = 'terminal'	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  "Beatrix" AND T2.IsOfficial  =  "T"	medium	NOK	1	1	OK	1	1	OK	2	1	NOK	2	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	0	NA	1	1	OK	
770	What is the official language used in the country the name of whose head of state is Beatrix.	SELECT countrylanguage.Language FROM country JOIN countrylanguage WHERE country.HeadOfState = 'terminal'	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  "Beatrix" AND T2.IsOfficial  =  "T"	medium	NOK	1	1	OK	1	1	OK	2	1	NOK	2	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	0	NA	1	1	OK	
771	What is the total number of unique official languages spoken in the countries that are founded before 1930?	SELECT Count(DISTINCT countrylanguage.Language) FROM countrylanguage WHERE countrylanguage.IsOfficial < 'terminal'	SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  "T"	medium	NOK	1	1	OK	1	1	OK	2	1	NOK	2	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	0	NA	1	1	OK	
772	For the countries founded before 1930, what is the total number of distinct official languages?	SELECT Count(DISTINCT countrylanguage.Language) FROM countrylanguage WHERE countrylanguage.IsOfficial < 'terminal'	SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  "T"	medium	NOK	1	1	OK	1	1	OK	2	1	NOK	2	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	0	NA	1	1	OK	
773	What are the countries that have greater surface area than any country in Europe?	SELECT country.Name FROM country WHERE country.SurfaceArea > (SELECT Max(country.SurfaceArea) FROM country WHERE country.Continent = 'terminal')	SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  "Europe")	hard	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
774	Which countries have greater area than that of any country in Europe?	SELECT country.Name FROM country WHERE country.SurfaceArea > (SELECT Max(country.SurfaceArea) FROM country WHERE country.Continent = 'terminal')	SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  "Europe")	hard	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
775	What are the African countries that have a  population less than any country in Asia?	SELECT country.Name FROM country WHERE country.Continent = 'terminal' AND country.Population < (SELECT Min(country.Population) FROM country WHERE country.Region = 'terminal')	SELECT Name FROM country WHERE Continent  =  "Africa"  AND population  <  (SELECT max(population) FROM country WHERE Continent  =  "Asia")	extra	NOK	1	1	OK	1	1	OK	2	2	NOK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
776	Which African countries have a smaller population than that of any country in Asia?	SELECT country.Name FROM country WHERE country.Population = (SELECT Min(country.Population) FROM country WHERE country.Continent = 'terminal') AND country.Continent = 'terminal'	SELECT Name FROM country WHERE Continent  =  "Africa"  AND population  <  (SELECT min(population) FROM country WHERE Continent  =  "Asia")	extra	NOK	1	1	OK	1	1	OK	2	2	NOK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
777	Which Asian countries have a population that is larger than any country in Africa?	SELECT country.Name FROM country WHERE country.Population = (SELECT Max(country.Population) FROM country WHERE country.Continent = 'terminal') AND country.Continent = 'terminal'	SELECT Name FROM country WHERE Continent  =  "Asia"  AND population  >  (SELECT max(population) FROM country WHERE Continent  =  "Africa")	extra	NOK	1	1	OK	1	1	OK	2	2	NOK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
778	What are the Asian countries which have a population larger than that of any country in Africa?	SELECT country.Name FROM country WHERE country.Population > (SELECT Max(country.Population) FROM country WHERE country.Continent = 'terminal') AND country.Continent = 'terminal'	SELECT Name FROM country WHERE Continent  =  "Asia"  AND population  >  (SELECT min(population) FROM country WHERE Continent  =  "Africa")	extra	NOK	1	1	OK	1	1	OK	2	2	NOK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
779	What are the country codes for countries that do not speak English?	SELECT country.Code FROM country EXCEPT SELECT countrylanguage.CountryCode FROM countrylanguage WHERE countrylanguage.Language = 'terminal'	SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  "English"	hard	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	NOK	1	1	OK	
780	Return the country codes for countries that do not speak English.	SELECT country.Code FROM country EXCEPT SELECT countrylanguage.CountryCode FROM countrylanguage WHERE countrylanguage.Language = 'terminal'	SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  "English"	hard	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	NOK	1	1	OK	
781	What are the country codes of countries where people use languages other than English?	SELECT countrylanguage.CountryCode FROM countrylanguage WHERE countrylanguage.Language != 'terminal'	SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != "English"	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
782	Give the country codes for countries in which people speak langauges that are not English.	SELECT countrylanguage.CountryCode FROM countrylanguage WHERE countrylanguage.Language != 'terminal'	SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != "English"	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
783	What are the codes of the countries that do not speak English and whose government forms are not Republic?	SELECT country.Code FROM country EXCEPT SELECT countrylanguage.CountryCode FROM countrylanguage WHERE countrylanguage.Language = 'terminal'	SELECT Code FROM country WHERE GovernmentForm != "Republic" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  "English"	hard	NOK	1	1	OK	1	1	OK	1	0	ND	1	0	ND	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	2	1	NOK	
784	Return the codes of countries that do not speak English and do not have Republics for governments.	SELECT country.Code FROM country EXCEPT SELECT countrylanguage.CountryCode FROM countrylanguage WHERE countrylanguage.Language = 'terminal'	SELECT Code FROM country WHERE GovernmentForm != "Republic" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  "English"	hard	NOK	1	1	OK	1	1	OK	1	0	ND	1	0	ND	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	2	1	NOK	
785	Which cities are in European countries where English is not the official language?	SELECT country.Name FROM country JOIN countrylanguage WHERE country.Continent = 'terminal' AND countrylanguage.Language != 'terminal'	SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English')	extra	NOK	1	1	NOK	1	1	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	3	1	NOK	
786	What are the names of cities in Europe for which English is not the official language?	SELECT country.Name FROM country JOIN countrylanguage WHERE country.Continent = 'terminal' AND countrylanguage.Language != 'terminal'	SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English')	extra	NOK	1	1	NOK	1	1	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	3	1	NOK	
787	Which unique cities are in Asian countries where Chinese is the official language ?	SELECT DISTINCT city.Name FROM country JOIN city JOIN countrylanguage WHERE country.Continent = 'terminal' AND countrylanguage.Language = 'terminal'	select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  "asia"	hard	NOK	1	1	OK	1	1	OK	3	2	NOK	3	2	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
788	Return the different names of cities that are in Asia and for which Chinese is the official language.	SELECT DISTINCT country.Name FROM city JOIN country WHERE country.Continent = 'terminal'	SELECT DISTINCT T3.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode JOIN city AS T3 ON T1.Code  =  T3.CountryCode WHERE T2.IsOfficial  =  'T' AND T2.Language  =  'Chinese' AND T1.Continent  =  "Asia"	hard	NOK	1	1	NOK	1	1	NOK	3	1	NOK	3	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	0	NA	1	1	OK	
789	What are the name, independence year, and surface area of the country with the smallest population?	SELECT country.Name, country.IndepYear, country.SurfaceArea FROM country ORDER BY country.Population Asc LIMIT 1	SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1	medium	OK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
790	Give the name, year of independence, and surface area of the country that has the lowest population.	SELECT country.Name, country.IndepYear, country.SurfaceArea FROM country ORDER BY country.Population Asc LIMIT 1	SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1	medium	OK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
791	What are the population, name and leader of the country with the largest area?	SELECT country.Population, country.Name, country.HeadOfState FROM country ORDER BY country.SurfaceArea Desc LIMIT 1	SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1	medium	OK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
792	Give the name, population, and head of state for the country that has the largest area.	SELECT country.Name, country.Population, country.HeadOfState FROM country ORDER BY country.SurfaceArea Desc LIMIT 1	SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1	medium	OK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
793	Return the country name and the numbers of languages spoken for each country that speaks at least 3 languages.	SELECT country.Name, Count(*) FROM country JOIN countrylanguage GROUP BY country.Name HAVING Count(*) >= 'terminal'	SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2	medium	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	1	1	OK	1	1	NOK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
794	What are the names of countries that speak more than 2 languages, as well as how many languages they speak?	SELECT country.Name, Count(*) FROM country JOIN countrylanguage GROUP BY country.Name HAVING Count(*) > 'terminal'	SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2	medium	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
795	Find the number of cities in each district whose population is greater than the average population of cities?	SELECT Count(*), city.District FROM city WHERE city.Population > (SELECT Avg(city.Population) FROM city) GROUP BY city.District	SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District	extra	OK	2	2	OK	2	2	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
796	How many cities in each district have a population that is above the average population across all cities?	SELECT Count(*), city.District FROM city WHERE city.Population > (SELECT Avg(city.Population) FROM city) GROUP BY city.District	SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District	extra	OK	2	2	OK	2	2	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
797	Find the government form name and total population for each government form whose average life expectancy is longer than 72.	SELECT country.Name, Sum(country.Population) FROM country WHERE country.LifeExpectancy > (SELECT Avg(country.LifeExpectancy) FROM country)	SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72	medium	NOK	2	2	NOK	2	2	NOK	0	1	NA	0	1	NA	1	0	ND	1	0	ND	0	0	NA	1	1	OK	0	0	NA	2	1	NOK	
798	What are the different government forms and what is the total population of each for government forms that have an average life expectancy greater than 72?	SELECT country.GovernmentForm, Sum(country.Population) FROM country WHERE country.LifeExpectancy > 'terminal' GROUP BY country.GovernmentForm	SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72	medium	NOK	2	2	OK	2	2	OK	0	1	NA	0	1	NA	1	1	OK	1	1	NOK	0	0	NA	1	1	OK	0	0	NA	2	2	NOK	
799	Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72?	SELECT country.Continent, Avg(country.Population), Avg(country.LifeExpectancy) FROM country GROUP BY country.Continent HAVING Avg(country.LifeExpectancy) < 'terminal'	SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72	medium	NOK	3	3	NOK	3	3	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
800	What are the different continents and the total popuation and average life expectancy corresponding to each, for continents that have an average life expectancy less than 72?	SELECT country.Continent, Sum(country.Population), Avg(country.LifeExpectancy) FROM country GROUP BY country.Continent HAVING Avg(country.LifeExpectancy) < 'terminal'	SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72	medium	OK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
801	What are the names and areas of countries with the top 5 largest area?	SELECT country.Name, country.SurfaceArea FROM country ORDER BY country.SurfaceArea Desc LIMIT 1	SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
802	Return the names and surface areas of the 5 largest countries.	SELECT country.Name, country.SurfaceArea FROM country ORDER BY country.Population Desc LIMIT 1	SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5	medium	NOK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	NOK	1	1	OK	0	0	NA	3	3	OK	
803	What are names of countries with the top 3 largest population?	SELECT country.Name FROM country ORDER BY country.Population Desc LIMIT 1	SELECT Name FROM country ORDER BY Population DESC LIMIT 3	medium	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
804	Return the names of the 3 most populated countries.	SELECT country.Name FROM country ORDER BY country.Population Desc LIMIT 1	SELECT Name FROM country ORDER BY Population DESC LIMIT 3	medium	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
805	What are the names of the nations with the 3 lowest populations?	SELECT country.Name FROM country ORDER BY country.Population Asc LIMIT 1	SELECT Name FROM country ORDER BY Population ASC LIMIT 3	medium	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
806	Return the names of the 3 countries with the fewest people.	SELECT country.Name FROM country ORDER BY country.Population Asc LIMIT 1	SELECT Name FROM country ORDER BY Population ASC LIMIT 3	medium	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
807	how many countries are in Asia?	SELECT Count(*) FROM country WHERE country.Continent = 'terminal'	SELECT count(*) FROM country WHERE continent  =  "Asia"	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
808	Count the number of countries in Asia.	SELECT Count(*) FROM country WHERE country.Continent = 'terminal'	SELECT count(*) FROM country WHERE continent  =  "Asia"	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
809	What are the names of the countries that are in the continent of Europe and have a population of 80000?	SELECT country.Name FROM country WHERE country.Continent = 'terminal' AND country.Population > 'terminal'	SELECT Name FROM country WHERE continent  =  "Europe" AND Population  =  "80000"	medium	NOK	1	1	OK	1	1	OK	2	2	NOK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
810	Give the names of countries that are in Europe and have a population equal to 80000.	SELECT country.Name FROM country WHERE country.Continent = 'terminal' AND country.Population > 'terminal'	SELECT Name FROM country WHERE continent  =  "Europe" AND Population  =  "80000"	medium	NOK	1	1	OK	1	1	OK	2	2	NOK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
